Order ID,Order Date,Delivery Date,Store ID,Store Type,Region,City,State,Postal Code,Customer ID,Customer Name,Loyalty Member,Transaction Channel,Payment Method,Product ID,Category,Sub-Category,Product Name,Quantity,Unit Price,Sales,Discount,Profit,Supplier
OR-100112,2024-02-09,2024-02-14,ST-522,Supercenter,Central,Los Angeles,State Los,66532,CU-70428,Customer 213,No,In-Store,Cash,PR-200689,Household,Paper Products,Paper Products Item 219,6,39.34,236.04,0.1,10.95,Local Farm
OR-100113,2023-11-04,2023-11-10,ST-863,Express,Central,Chicago,State Chicago,24056,CU-43361,Customer 744,No,In-Store,Cash,PR-912467,Personal Care,Oral Care,Oral Care Item 405,5,73.49,367.45,0.0,34.79,Distributor X
OR-100114,2023-05-09,2023-05-10,ST-888,Supercenter,North,San Diego,State San,33472,CU-38602,Customer 726,No,Click & Collect,Debit Card,PR-107099,Groceries,Fresh Produce,Fresh Produce Item 425,1,126.21,126.21,0.0,28.7,Supplier C
OR-100115,2024-05-19,2024-05-25,ST-744,Supercenter,West,San Diego,State San,54857,CU-26531,Customer 277,No,In-Store,Mobile Wallet,PR-503082,Pharmacy,OTC Medicines,OTC Medicines Item 200,1,11.28,11.28,0.0,0.26,Supplier C
OR-100116,2023-12-18,2023-12-19,ST-747,Express,West,San Antonio,State San,87360,CU-45144,Customer 962,No,In-Store,Mobile Wallet,PR-197661,Pharmacy,OTC Medicines,OTC Medicines Item 350,6,12.85,77.1,0.0,17.48,Supplier A
OR-100117,2024-10-13,2024-10-15,ST-387,Supercenter,South,Los Angeles,State Los,67866,CU-70703,Customer 892,No,In-Store,Cash,PR-670126,Household,Paper Products,Paper Products Item 149,8,17.54,140.32,0.0,32.51,Supplier A
OR-100118,2024-09-17,2024-09-22,ST-785,Supercenter,South,Phoenix,State Phoenix,87794,CU-94080,Customer 888,No,In-Store,Credit Card,PR-224447,Electronics,Small Appliances,Small Appliances Item 473,4,36.48,145.92,0.0,9.55,Supplier A
OR-100119,2024-09-29,2024-10-04,ST-355,Convenience,West,Chicago,State Chicago,68712,CU-67941,Customer 662,Yes,In-Store,Cash,PR-980412,Pharmacy,OTC Medicines,OTC Medicines Item 149,8,83.89,671.12,0.0,21.74,Distributor X
OR-100120,2024-02-11,2024-02-14,ST-802,Convenience,West,San Antonio,State San,61612,CU-28037,Customer 19,No,Online,Cash,PR-361486,Household,Cookware,Cookware Item 463,6,81.56,489.36,0.0,67.0,Supplier B
OR-100121,2024-03-24,2024-03-27,ST-572,Convenience,East,San Diego,State San,90102,CU-13081,Customer 1429,No,In-Store,Credit Card,PR-256570,Electronics,Batteries,Batteries Item 3,8,29.5,236.0,0.15,34.35,Distributor X
OR-100122,2024-07-19,2024-07-22,ST-119,Neighborhood,East,San Antonio,State San,15110,CU-46751,Customer 1779,No,Online,Mobile Wallet,PR-969049,Household,Paper Products,Paper Products Item 314,1,2.15,2.15,0.05,0.4,Local Farm
OR-100123,2024-04-13,2024-04-18,ST-287,Convenience,West,Houston,State Houston,69664,CU-43848,Customer 941,No,In-Store,Credit Card,PR-529276,Personal Care,Skincare,Skincare Item 293,8,27.17,217.36,0.0,12.69,Distributor X
OR-100124,2023-06-11,2023-06-16,ST-418,Neighborhood,Central,Philadelphia,State Philadelphia,59815,CU-15997,Customer 211,No,In-Store,Credit Card,PR-424683,Electronics,Small Appliances,Small Appliances Item 24,2,90.52,181.04,0.0,17.03,Distributor X
OR-100125,2023-04-23,2023-04-29,ST-862,Neighborhood,Central,New York,State New,43787,CU-85054,Customer 971,No,In-Store,Cash,PR-702272,Pharmacy,Vitamins,Vitamins Item 183,1,13.75,13.75,0.0,2.17,Local Farm
OR-100126,2023-05-17,2023-05-18,ST-718,Supercenter,North,Phoenix,State Phoenix,45525,CU-16397,Customer 1654,No,In-Store,Cash,PR-845466,Electronics,Gadgets,Gadgets Item 359,5,28.08,140.4,0.0,13.61,Supplier C
OR-100127,2023-02-18,2023-02-22,ST-394,Supercenter,North,New York,State New,12839,CU-15105,Customer 931,Yes,In-Store,Credit Card,PR-930051,Personal Care,Toiletries,Toiletries Item 349,5,106.05,530.25,0.05,15.85,Local Farm
OR-100128,2024-02-12,2024-02-15,ST-731,Neighborhood,North,San Diego,State San,19833,CU-60057,Customer 1872,Yes,In-Store,Credit Card,PR-526188,Electronics,Batteries,Batteries Item 36,6,39.62,237.72,0.0,54.3,Distributor X
OR-100129,2024-03-16,2024-03-20,ST-498,Supercenter,West,San Diego,State San,58330,CU-24289,Customer 672,No,In-Store,Debit Card,PR-351351,Household,Paper Products,Paper Products Item 363,4,47.62,190.48,0.1,6.84,Distributor X
OR-100130,2023-01-21,2023-01-22,ST-470,Supercenter,North,San Diego,State San,52891,CU-97896,Customer 853,Yes,In-Store,Cash,PR-761948,Groceries,Frozen,Frozen Item 314,5,98.3,491.5,0.0,73.74,Distributor X
OR-100131,2024-07-26,2024-07-30,ST-276,Convenience,South,Philadelphia,State Philadelphia,60669,CU-96544,Customer 1634,Yes,In-Store,Credit Card,PR-431328,Groceries,Fresh Produce,Fresh Produce Item 152,2,60.89,121.78,0.0,24.61,Supplier B
OR-100132,2024-03-10,2024-03-14,ST-670,Convenience,North,San Diego,State San,69634,CU-58777,Customer 611,Yes,Online,Mobile Wallet,PR-924255,Household,Paper Products,Paper Products Item 144,7,82.04,574.28,0.0,79.18,Local Farm
OR-100133,2024-01-11,2024-01-15,ST-779,Convenience,South,Los Angeles,State Los,39118,CU-28489,Customer 1820,No,In-Store,Mobile Wallet,PR-181816,Electronics,Small Appliances,Small Appliances Item 143,6,24.66,147.96,0.0,35.17,Local Farm
OR-100134,2024-01-14,2024-01-15,ST-107,Supercenter,Central,New York,State New,85939,CU-61707,Customer 476,No,In-Store,Mobile Wallet,PR-361716,Electronics,Gadgets,Gadgets Item 89,3,66.44,199.32,0.0,12.55,Supplier B
OR-100135,2024-01-22,2024-01-26,ST-319,Neighborhood,Central,San Diego,State San,75031,CU-95120,Customer 1015,Yes,Online,Debit Card,PR-379215,Electronics,Small Appliances,Small Appliances Item 263,3,134.63,403.89,0.0,55.18,Supplier C
OR-100136,2024-06-16,2024-06-21,ST-346,Supercenter,East,Phoenix,State Phoenix,19752,CU-30095,Customer 1819,No,In-Store,Mobile Wallet,PR-339968,Groceries,Frozen,Frozen Item 375,2,25.31,50.62,0.15,5.09,Supplier B
OR-100137,2024-04-21,2024-04-21,ST-476,Neighborhood,North,San Antonio,State San,36475,CU-40090,Customer 1474,No,In-Store,Mobile Wallet,PR-668020,Personal Care,Toiletries,Toiletries Item 476,4,137.77,551.08,0.0,107.3,Supplier C
OR-100138,2024-02-21,2024-02-25,ST-413,Convenience,North,San Antonio,State San,86975,CU-43866,Customer 953,No,In-Store,Mobile Wallet,PR-696804,Pharmacy,Vitamins,Vitamins Item 190,3,21.72,65.16,0.0,8.05,Supplier C
OR-100139,2023-09-05,2023-09-08,ST-858,Supercenter,West,San Antonio,State San,85330,CU-51814,Customer 640,Yes,In-Store,Cash,PR-854105,Household,Paper Products,Paper Products Item 483,7,25.49,178.43,0.05,42.06,Distributor X
OR-100140,2024-04-04,2024-04-04,ST-214,Supercenter,East,Chicago,State Chicago,77990,CU-96661,Customer 1275,No,In-Store,Credit Card,PR-742650,Electronics,Small Appliances,Small Appliances Item 484,7,121.21,848.47,0.0,192.38,Local Farm
OR-100141,2024-05-21,2024-05-24,ST-826,Supercenter,East,New York,State New,63330,CU-63909,Customer 1968,No,Click & Collect,Credit Card,PR-578082,Personal Care,Skincare,Skincare Item 334,1,6.78,6.78,0.05,1.49,Local Farm
OR-100142,2024-01-10,2024-01-10,ST-928,Neighborhood,North,New York,State New,59437,CU-61875,Customer 936,No,In-Store,Cash,PR-946143,Groceries,Beverages,Beverages Item 124,3,130.98,392.94,0.0,71.46,Supplier A
OR-100143,2023-08-10,2023-08-10,ST-736,Convenience,Central,New York,State New,73095,CU-99709,Customer 1622,Yes,Click & Collect,Cash,PR-174813,Groceries,Beverages,Beverages Item 334,4,10.14,40.56,0.15,7.65,Local Farm
OR-100144,2024-10-22,2024-10-26,ST-300,Convenience,South,Houston,State Houston,19168,CU-95436,Customer 1929,No,In-Store,Mobile Wallet,PR-412023,Household,Cleaning Supplies,Cleaning Supplies Item 255,4,33.42,133.68,0.0,25.35,Distributor X
OR-100145,2024-06-10,2024-06-10,ST-918,Convenience,West,Chicago,State Chicago,38803,CU-71944,Customer 1693,No,Click & Collect,Credit Card,PR-330147,Electronics,Small Appliances,Small Appliances Item 47,3,133.93,401.79,0.0,64.14,Supplier C
OR-100146,2023-12-27,2023-12-27,ST-672,Supercenter,East,Los Angeles,State Los,14378,CU-96795,Customer 262,No,In-Store,Credit Card,PR-971803,Household,Cookware,Cookware Item 439,8,95.3,762.4,0.0,59.86,Distributor X
OR-100147,2024-10-14,2024-10-18,ST-503,Neighborhood,South,New York,State New,27087,CU-26724,Customer 1781,No,In-Store,Credit Card,PR-236554,Personal Care,Hair Care,Hair Care Item 237,6,128.19,769.14,0.0,162.8,Supplier A
OR-100148,2024-07-24,2024-07-30,ST-758,Neighborhood,Central,San Antonio,State San,62781,CU-31386,Customer 1357,No,In-Store,Mobile Wallet,PR-292512,Groceries,Frozen,Frozen Item 307,7,131.2,918.4,0.0,166.71,Local Farm
OR-100149,2023-10-28,2023-10-29,ST-273,Convenience,North,Phoenix,State Phoenix,76262,CU-89190,Customer 1694,No,Online,Mobile Wallet,PR-253262,Pharmacy,OTC Medicines,OTC Medicines Item 240,7,143.13,1001.91,0.05,207.94,Supplier B
OR-100150,2024-10-20,2024-10-26,ST-754,Convenience,North,Los Angeles,State Los,46636,CU-24376,Customer 1959,No,In-Store,Debit Card,PR-544865,Electronics,Small Appliances,Small Appliances Item 485,8,112.8,902.4,0.0,34.69,Supplier B
OR-100151,2024-06-23,2024-06-25,ST-486,Supercenter,North,San Diego,State San,32785,CU-16031,Customer 1374,No,In-Store,Credit Card,PR-349768,Groceries,Fresh Produce,Fresh Produce Item 39,4,95.86,383.44,0.05,51.69,Supplier C
OR-100152,2024-07-27,2024-07-27,ST-537,Supercenter,North,Houston,State Houston,46268,CU-27514,Customer 1682,No,In-Store,Credit Card,PR-792148,Household,Cleaning Supplies,Cleaning Supplies Item 213,9,109.51,985.59,0.05,200.83,Local Farm
OR-100153,2023-02-10,2023-02-16,ST-924,Supercenter,South,Houston,State Houston,95920,CU-76677,Customer 1636,No,Online,Mobile Wallet,PR-581719,Personal Care,Hair Care,Hair Care Item 172,7,48.17,337.19,0.0,35.53,Local Farm
OR-100154,2023-07-21,2023-07-24,ST-225,Convenience,Central,New York,State New,18767,CU-57498,Customer 817,No,In-Store,Credit Card,PR-441383,Electronics,Gadgets,Gadgets Item 157,2,95.72,191.44,0.0,6.99,Local Farm
OR-100155,2024-01-11,2024-01-13,ST-462,Express,East,Chicago,State Chicago,36417,CU-82127,Customer 1258,No,In-Store,Debit Card,PR-483100,Groceries,Frozen,Frozen Item 434,3,144.62,433.86,0.0,12.57,Supplier B
OR-100156,2023-02-04,2023-02-10,ST-176,Express,North,Philadelphia,State Philadelphia,81155,CU-30538,Customer 431,Yes,In-Store,Mobile Wallet,PR-159500,Household,Plasticware,Plasticware Item 357,6,90.64,543.84,0.1,120.56,Local Farm
OR-100157,2024-01-14,2024-01-20,ST-861,Supercenter,Central,San Antonio,State San,72443,CU-10340,Customer 942,No,In-Store,Debit Card,PR-567243,Pharmacy,Vitamins,Vitamins Item 365,3,53.75,161.25,0.1,26.57,Supplier C
OR-100158,2023-04-21,2023-04-22,ST-203,Supercenter,Central,San Diego,State San,94754,CU-84965,Customer 1785,Yes,In-Store,Cash,PR-551558,Pharmacy,First Aid,First Aid Item 397,4,60.57,242.28,0.2,43.12,Distributor X
OR-100159,2023-04-01,2023-04-05,ST-760,Express,Central,San Antonio,State San,26859,CU-54789,Customer 395,Yes,In-Store,Mobile Wallet,PR-191088,Personal Care,Oral Care,Oral Care Item 64,2,108.46,216.92,0.0,47.74,Supplier B
OR-100160,2024-09-11,2024-09-14,ST-201,Neighborhood,East,Philadelphia,State Philadelphia,89063,CU-68954,Customer 1441,No,Online,Mobile Wallet,PR-293226,Personal Care,Skincare,Skincare Item 304,4,129.6,518.4,0.0,55.12,Supplier B
OR-100161,2023-12-31,2024-01-02,ST-836,Express,East,Philadelphia,State Philadelphia,31826,CU-90018,Customer 1599,No,In-Store,Cash,PR-221668,Personal Care,Skincare,Skincare Item 92,9,9.39,84.51,0.0,14.13,Distributor X
OR-100162,2024-07-19,2024-07-20,ST-795,Supercenter,East,Philadelphia,State Philadelphia,66622,CU-68653,Customer 57,No,In-Store,Credit Card,PR-177842,Pharmacy,Vitamins,Vitamins Item 171,5,54.13,270.65,0.1,20.49,Supplier A
OR-100163,2023-01-25,2023-01-29,ST-287,Neighborhood,East,San Antonio,State San,30131,CU-17295,Customer 201,Yes,In-Store,Debit Card,PR-438113,Personal Care,Toiletries,Toiletries Item 292,1,10.82,10.82,0.0,2.55,Supplier A
OR-100164,2023-12-24,2023-12-26,ST-389,Supercenter,South,Chicago,State Chicago,84085,CU-77628,Customer 1597,No,In-Store,Cash,PR-967239,Electronics,Small Appliances,Small Appliances Item 479,3,82.59,247.77,0.05,35.95,Supplier B
OR-100165,2023-01-13,2023-01-19,ST-993,Supercenter,Central,Phoenix,State Phoenix,33782,CU-68394,Customer 1654,No,In-Store,Cash,PR-914886,Household,Paper Products,Paper Products Item 474,2,42.51,85.02,0.1,17.88,Distributor X
OR-100166,2023-01-31,2023-01-31,ST-555,Neighborhood,South,Houston,State Houston,10159,CU-11589,Customer 1588,Yes,In-Store,Mobile Wallet,PR-262993,Personal Care,Toiletries,Toiletries Item 281,7,75.71,529.97,0.0,82.01,Distributor X
OR-100167,2024-04-15,2024-04-16,ST-738,Neighborhood,North,Houston,State Houston,58688,CU-56154,Customer 873,No,In-Store,Cash,PR-678526,Electronics,Batteries,Batteries Item 59,7,24.21,169.47,0.15,30.17,Supplier B
OR-100168,2024-01-25,2024-01-29,ST-718,Supercenter,West,Chicago,State Chicago,15793,CU-42402,Customer 137,No,Online,Mobile Wallet,PR-236643,Groceries,Dairy,Dairy Item 264,9,12.87,115.83,0.15,20.69,Supplier C
OR-100169,2024-02-05,2024-02-06,ST-731,Supercenter,Central,San Antonio,State San,95716,CU-33478,Customer 906,Yes,In-Store,Cash,PR-198538,Electronics,Gadgets,Gadgets Item 421,7,74.33,520.31,0.0,86.12,Local Farm
OR-100170,2024-10-13,2024-10-17,ST-652,Supercenter,East,San Diego,State San,97697,CU-76914,Customer 1327,Yes,In-Store,Cash,PR-891787,Groceries,Fresh Produce,Fresh Produce Item 21,1,54.33,54.33,0.2,5.87,Supplier A
OR-100171,2024-06-11,2024-06-11,ST-199,Neighborhood,South,Phoenix,State Phoenix,93692,CU-86396,Customer 1879,No,In-Store,Mobile Wallet,PR-972328,Electronics,Gadgets,Gadgets Item 386,9,130.53,1174.77,0.05,188.58,Local Farm
OR-100172,2024-05-02,2024-05-07,ST-624,Supercenter,South,Philadelphia,State Philadelphia,20293,CU-83016,Customer 49,Yes,In-Store,Mobile Wallet,PR-549076,Electronics,Batteries,Batteries Item 28,6,87.09,522.54,0.0,15.62,Supplier B
OR-100173,2024-02-02,2024-02-03,ST-281,Supercenter,North,Phoenix,State Phoenix,71610,CU-64131,Customer 1560,No,Online,Credit Card,PR-616835,Household,Paper Products,Paper Products Item 337,3,74.18,222.54,0.0,31.63,Supplier A
OR-100174,2024-05-16,2024-05-20,ST-600,Convenience,West,San Antonio,State San,79561,CU-39336,Customer 33,No,In-Store,Credit Card,PR-161240,Groceries,Bakery,Bakery Item 186,9,18.47,166.23,0.0,4.0,Supplier C
OR-100175,2024-04-01,2024-04-03,ST-313,Supercenter,South,San Diego,State San,12204,CU-72522,Customer 644,No,In-Store,Mobile Wallet,PR-187265,Electronics,Gadgets,Gadgets Item 307,8,117.59,940.72,0.1,106.12,Local Farm
OR-100176,2024-09-22,2024-09-26,ST-639,Neighborhood,South,New York,State New,48458,CU-59429,Customer 233,Yes,In-Store,Debit Card,PR-238731,Household,Plasticware,Plasticware Item 393,8,148.7,1189.6,0.0,287.21,Supplier B
OR-100177,2024-03-31,2024-04-03,ST-799,Supercenter,South,New York,State New,46081,CU-28990,Customer 159,Yes,In-Store,Credit Card,PR-470416,Personal Care,Oral Care,Oral Care Item 461,1,52.11,52.11,0.15,3.85,Local Farm
OR-100178,2023-01-15,2023-01-19,ST-545,Supercenter,Central,Los Angeles,State Los,53309,CU-49121,Customer 1614,No,Online,Credit Card,PR-537470,Groceries,Dairy,Dairy Item 422,5,144.37,721.85,0.05,160.19,Distributor X
OR-100179,2023-11-27,2023-12-01,ST-371,Supercenter,East,Houston,State Houston,41279,CU-22867,Customer 1891,No,Online,Credit Card,PR-901881,Electronics,Batteries,Batteries Item 209,2,128.14,256.28,0.0,61.75,Supplier C
OR-100180,2023-09-17,2023-09-20,ST-910,Supercenter,Central,Los Angeles,State Los,60081,CU-34820,Customer 848,No,Online,Credit Card,PR-501415,Household,Paper Products,Paper Products Item 390,3,109.95,329.85,0.0,59.57,Supplier A
OR-100181,2023-04-03,2023-04-08,ST-255,Supercenter,South,Chicago,State Chicago,34532,CU-46777,Customer 1279,No,In-Store,Mobile Wallet,PR-687515,Electronics,Small Appliances,Small Appliances Item 342,9,125.39,1128.51,0.1,108.38,Supplier C
OR-100182,2024-10-14,2024-10-18,ST-598,Supercenter,North,New York,State New,63574,CU-77712,Customer 1696,Yes,In-Store,Mobile Wallet,PR-914914,Pharmacy,First Aid,First Aid Item 364,4,43.69,174.76,0.0,40.46,Supplier C
OR-100183,2023-10-01,2023-10-05,ST-213,Supercenter,West,Los Angeles,State Los,40099,CU-73232,Customer 1082,No,In-Store,Credit Card,PR-853494,Household,Paper Products,Paper Products Item 17,4,58.26,233.04,0.0,26.94,Supplier A
OR-100184,2024-08-02,2024-08-06,ST-502,Neighborhood,South,San Antonio,State San,99390,CU-76668,Customer 700,No,In-Store,Cash,PR-369956,Groceries,Dairy,Dairy Item 237,8,87.22,697.76,0.0,135.73,Supplier B
OR-100185,2024-07-06,2024-07-08,ST-989,Neighborhood,East,New York,State New,90578,CU-92190,Customer 421,Yes,In-Store,Debit Card,PR-669383,Pharmacy,OTC Medicines,OTC Medicines Item 392,7,5.41,37.87,0.05,3.73,Supplier B
OR-100186,2024-03-08,2024-03-14,ST-353,Neighborhood,Central,New York,State New,59976,CU-47044,Customer 1854,No,In-Store,Mobile Wallet,PR-365976,Electronics,Gadgets,Gadgets Item 290,5,42.73,213.65,0.0,6.12,Distributor X
OR-100187,2024-05-29,2024-05-31,ST-610,Neighborhood,Central,New York,State New,36564,CU-55475,Customer 751,Yes,Online,Credit Card,PR-193526,Pharmacy,OTC Medicines,OTC Medicines Item 212,6,109.54,657.24,0.2,37.64,Distributor X
OR-100188,2024-07-04,2024-07-09,ST-898,Supercenter,North,San Diego,State San,40881,CU-74425,Customer 1226,No,Click & Collect,Debit Card,PR-305776,Groceries,Beverages,Beverages Item 47,5,81.6,408.0,0.0,43.88,Supplier A
OR-100189,2023-04-12,2023-04-12,ST-994,Neighborhood,North,San Diego,State San,77450,CU-30583,Customer 1807,Yes,In-Store,Debit Card,PR-977550,Groceries,Beverages,Beverages Item 405,1,106.42,106.42,0.0,25.93,Distributor X
OR-100190,2023-03-14,2023-03-18,ST-674,Supercenter,Central,San Diego,State San,10174,CU-51520,Customer 1100,No,In-Store,Mobile Wallet,PR-397142,Personal Care,Toiletries,Toiletries Item 477,6,50.67,304.02,0.2,52.78,Supplier C
OR-100191,2023-02-12,2023-02-15,ST-800,Supercenter,Central,San Diego,State San,37962,CU-55814,Customer 1924,No,In-Store,Cash,PR-694821,Electronics,Small Appliances,Small Appliances Item 369,3,2.21,6.63,0.05,1.53,Supplier C
OR-100192,2024-10-20,2024-10-23,ST-475,Supercenter,East,New York,State New,95988,CU-29477,Customer 883,No,In-Store,Mobile Wallet,PR-505105,Pharmacy,Vitamins,Vitamins Item 483,9,24.01,216.09,0.0,18.74,Supplier C
OR-100193,2023-01-12,2023-01-17,ST-196,Convenience,East,Philadelphia,State Philadelphia,33620,CU-20808,Customer 1948,Yes,In-Store,Credit Card,PR-709312,Electronics,Batteries,Batteries Item 113,5,46.36,231.8,0.0,37.76,Supplier A
OR-100194,2024-03-27,2024-03-27,ST-502,Express,South,San Diego,State San,65633,CU-32931,Customer 1053,Yes,In-Store,Cash,PR-874504,Household,Paper Products,Paper Products Item 47,4,100.89,403.56,0.05,25.21,Distributor X
OR-100195,2023-11-14,2023-11-14,ST-788,Convenience,South,Chicago,State Chicago,55833,CU-38230,Customer 1019,Yes,In-Store,Debit Card,PR-656376,Household,Cleaning Supplies,Cleaning Supplies Item 412,5,28.88,144.4,0.0,9.68,Local Farm
OR-100196,2023-10-22,2023-10-24,ST-502,Convenience,East,Philadelphia,State Philadelphia,29233,CU-36990,Customer 1858,No,In-Store,Debit Card,PR-789870,Household,Cookware,Cookware Item 439,6,10.72,64.32,0.0,11.58,Supplier A
OR-100197,2024-05-22,2024-05-23,ST-178,Supercenter,West,Chicago,State Chicago,11813,CU-58442,Customer 662,Yes,In-Store,Cash,PR-184381,Personal Care,Hair Care,Hair Care Item 59,4,142.04,568.16,0.0,31.6,Supplier A
OR-100198,2023-03-24,2023-03-24,ST-361,Express,East,New York,State New,92289,CU-83903,Customer 1190,No,In-Store,Debit Card,PR-702801,Groceries,Fresh Produce,Fresh Produce Item 164,4,109.0,436.0,0.05,78.72,Distributor X
OR-100199,2023-03-14,2023-03-16,ST-269,Supercenter,North,Phoenix,State Phoenix,20278,CU-14017,Customer 212,Yes,In-Store,Debit Card,PR-143764,Electronics,Batteries,Batteries Item 379,3,88.62,265.86,0.05,42.09,Local Farm
OR-100200,2023-10-23,2023-10-25,ST-437,Convenience,East,San Antonio,State San,76897,CU-44397,Customer 1328,Yes,In-Store,Debit Card,PR-498499,Groceries,Frozen,Frozen Item 299,2,110.04,220.08,0.05,36.54,Supplier C
OR-100201,2024-05-08,2024-05-09,ST-468,Neighborhood,South,New York,State New,96664,CU-95947,Customer 796,No,In-Store,Debit Card,PR-243927,Personal Care,Skincare,Skincare Item 264,1,138.15,138.15,0.0,19.87,Distributor X
OR-100202,2024-09-17,2024-09-20,ST-611,Supercenter,West,New York,State New,89052,CU-56218,Customer 1722,No,Online,Mobile Wallet,PR-721781,Household,Plasticware,Plasticware Item 420,5,117.71,588.55,0.0,79.47,Supplier C
OR-100203,2023-05-01,2023-05-01,ST-813,Supercenter,Central,San Antonio,State San,74450,CU-28452,Customer 242,No,In-Store,Mobile Wallet,PR-409550,Groceries,Beverages,Beverages Item 462,6,24.34,146.04,0.0,5.29,Local Farm
OR-100204,2024-06-18,2024-06-18,ST-848,Express,West,San Diego,State San,58516,CU-12591,Customer 567,No,Online,Credit Card,PR-686349,Electronics,Gadgets,Gadgets Item 312,5,111.51,557.55,0.0,123.05,Supplier B
OR-100205,2023-01-06,2023-01-08,ST-186,Supercenter,North,San Antonio,State San,26322,CU-86240,Customer 76,Yes,In-Store,Credit Card,PR-389662,Pharmacy,OTC Medicines,OTC Medicines Item 137,3,52.66,157.98,0.0,32.03,Distributor X
